customer_id,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,address_zip,bank_routing_number,home_phone_type,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money
d362d7331b,Approved,FALSE,287,TRUE,3/14/2011 5:49,5,TRUE,5,83619,124103799,Home,4600,521,516,552,644,596
7f4927b467,Approved,TRUE,475,FALSE,3/14/2011 14:45,8,TRUE,13,83702,324172630,Home,1440,621,532,597,656,593
6523bf1928,Approved,TRUE,624,TRUE,3/14/2011 15:50,5,TRUE,10,84123,124002971,Mobile,3200,716,556,593,651,605
593c2aeb25,Approved,TRUE,600,FALSE,3/14/2011 17:21,3,TRUE,6,83706,124103799,Mobile,1600,645,565,632,655,594
a678f310f6,Approved,TRUE,150,TRUE,3/15/2011 11:51,5,TRUE,5,57401,291479178,Mobile,3350,528,534,556,647,597
f6010b85b6,Approved,TRUE,0,TRUE,3/15/2011 13:03,8,TRUE,6,84044,124000054,Home,1190,541,571,643,648,602
b639616192,Approved,TRUE,0,FALSE,3/15/2011 14:12,3,TRUE,6,83440,324173817,Mobile,5500,645,532,567,676,608
0656fb0433,Approved,TRUE,0,TRUE,3/15/2011 15:34,8,TRUE,13,84119,324079416,Home,1000,760,637,674,726,600
1d1df8b519,Approved,TRUE,1000,TRUE,3/16/2011 1:07,6,TRUE,13,83401,123271978,Mobile,3200,550,538,553,660,604
61b62e57a0,Approved,TRUE,550,FALSE,3/16/2011 7:21,8,TRUE,16,84720,324079555,Mobile,3400,305,566,639,676,617
e58ecc1949,Approved,FALSE,0,FALSE,3/16/2011 8:56,5,TRUE,10,84103,324079555,Mobile,2000,785,502,546,675,565
19ad6a3ba1,Approved,TRUE,200,TRUE,3/16/2011 11:20,6,TRUE,12,83325,324170179,Home,4652,547,560,594,680,624
b3125d2d1e,Approved,TRUE,400,TRUE,3/16/2011 13:05,8,TRUE,13,84044,124302150,Mobile,640,252,564,629,652,589
76331677da,Approved,FALSE,1054,TRUE,3/16/2011 15:53,5,TRUE,10,84123,324079555,Mobile,1600,576,589,607,680,628
33ba597a62,Approved,FALSE,0,TRUE,3/16/2011 19:17,8,TRUE,6,83849,123103606,Mobile,2500,50,543,554,642,600
adb83de95b,Approved,FALSE,250,TRUE,3/17/2011 1:44,8,TRUE,8,84651,324377862,Mobile,2050,561,637,678,700,648
c2be9535f9,Approved,TRUE,250,TRUE,3/17/2011 2:51,6,TRUE,13,84401,124002971,Mobile,1400,574,598,619,649,574
ca19ee210a,Approved,TRUE,595,TRUE,3/17/2011 8:13,8,TRUE,13,83440,314074269,Mobile,2198,543,539,532,629,598
596602edc6,Approved,FALSE,0,FALSE,3/17/2011 9:36,5,TRUE,10,83201,124103799,Mobile,2200,765,526,566,661,606
09c978cb8f,Approved,FALSE,900,FALSE,3/17/2011 9:42,6,TRUE,6,83245,324173642,Mobile,2340,541,615,642,683,629
13138a81a1,Approved,FALSE,920,TRUE,3/17/2011 10:45,6,TRUE,12,84065,324377516,Work,6100,425,618,679,723,639
5439075aa3,Approved,FALSE,200,TRUE,3/17/2011 10:56,8,TRUE,13,83815,123271978,Mobile,1640,583,547,556,680,599
0e3bd4d42d,Approved,TRUE,350,FALSE,3/17/2011 11:30,5,TRUE,10,57078,91400046,Mobile,1700,529,524,543,642,587
1370c4a71e,Approved,TRUE,0,TRUE,3/17/2011 17:27,5,TRUE,10,84601,63192874,Mobile,1150,538,533,545,624,566
fac4f13374,Approved,TRUE,595,TRUE,3/18/2011 8:53,8,TRUE,6,83404,123103729,Home,1500,297,543,564,655,603
47ab15e7c8,Approved,TRUE,400,TRUE,3/18/2011 10:05,5,TRUE,10,83709,123171955,Mobile,1340,754,530,572,638,600
143d298c7c,Approved,TRUE,1000,TRUE,3/18/2011 10:51,8,TRUE,17,84020,324079555,Home,2600,544,581,640,659,635
7752f74e8c,Approved,FALSE,1500,TRUE,3/18/2011 11:50,3,TRUE,3,84738,124001545,Mobile,3752,677,616,647,692,622
81ab69a1e5,Approved,FALSE,399,FALSE,3/18/2011 15:15,8,TRUE,13,83236,324173082,Mobile,920,765,501,513,640,557
b80dcfbe17,Approved,TRUE,955,TRUE,3/18/2011 15:31,8,TRUE,13,84084,124000054,Home,2600,243,553,561,654,603
e6d036221e,Approved,TRUE,500,FALSE,3/18/2011 22:52,8,TRUE,8,83338,123103729,Mobile,3800,405,604,651,668,635
fbd6872845,Approved,FALSE,605,TRUE,3/19/2011 12:24,8,TRUE,17,57225,91400172,Mobile,5200,638,670,737,797,641
5f297dc29e,Approved,TRUE,205,TRUE,3/19/2011 12:57,5,TRUE,10,84720,124301779,Mobile,1200,538,560,569,675,579
a849347b5d,Approved,TRUE,825,TRUE,3/19/2011 15:25,5,TRUE,10,84074,324079555,Mobile,2800,595,543,508,645,580
f38fb5a368,Approved,TRUE,300,TRUE,3/20/2011 12:21,5,TRUE,10,57719,91408734,Mobile,2576,231,594,642,681,623
467243e969,Approved,FALSE,820,TRUE,3/20/2011 12:56,6,TRUE,13,84084,124302150,Mobile,3432,762,614,668,703,637
7a73f18e99,Approved,FALSE,175,TRUE,3/21/2011 5:33,8,TRUE,8,84047,324079131,Mobile,1710,668,535,590,663,594
e055a6d920,Approved,FALSE,1839,TRUE,3/21/2011 8:42,8,TRUE,8,84404,124002971,Mobile,6000,735,586,563,680,619
f9891e0e6a,Approved,TRUE,1200,TRUE,3/21/2011 10:03,3,TRUE,6,84047,324079555,Mobile,11000,572,595,639,659,635
c19c04cf81,Approved,FALSE,1200,FALSE,3/21/2011 14:03,8,TRUE,13,83646,123103716,Mobile,3600,530,597,638,680,608
2c02e1da11,Approved,FALSE,500,TRUE,3/21/2011 14:05,5,TRUE,10,83241,103101437,Mobile,1800,661,511,585,582,577
43d6342983,Approved,FALSE,600,TRUE,3/21/2011 17:13,8,TRUE,17,83338,123271978,Mobile,2180,515,551,558,680,610
29d3bb181f,Approved,TRUE,950,TRUE,3/22/2011 9:46,6,TRUE,13,84010,324079416,Mobile,3800,771,604,625,664,606
6a05747a94,Approved,TRUE,0,TRUE,3/22/2011 10:35,5,TRUE,5,83301,123103729,Mobile,4700,534,546,565,664,591
b0d8806c09,Approved,TRUE,400,TRUE,3/22/2011 10:40,8,TRUE,13,57058,291479903,Mobile,1400,528,597,631,654,598
28f096ef8a,Approved,FALSE,812,TRUE,3/22/2011 13:19,3,TRUE,6,84074,324379828,Mobile,1112,717,616,710,757,629
c8c582bce9,Approved,TRUE,950,TRUE,3/22/2011 13:35,8,TRUE,13,84020,124001545,Mobile,2800,530,552,538,675,601
3c182138f2,Approved,TRUE,100,FALSE,3/22/2011 13:47,6,TRUE,13,57103,91408899,Mobile,1550,581,578,611,643,607
b15ff0b371,Approved,TRUE,320,TRUE,3/22/2011 14:51,5,TRUE,5,57785,91400046,Mobile,1099,577,638,711,741,632
fbee9e84fb,Approved,FALSE,782,TRUE,3/22/2011 15:07,3,TRUE,6,57062,291471134,Home,2096,492,552,573,680,606
0a57b0da19,Approved,TRUE,800,TRUE,3/22/2011 15:20,5,TRUE,5,84058,324377817,Mobile,2000,586,533,557,674,589
e3b019131f,Approved,TRUE,232,TRUE,3/22/2011 15:59,8,TRUE,6,84601,324079555,Home,1250,541,611,703,747,610
ac43002afc,Approved,TRUE,570,TRUE,3/22/2011 16:46,6,TRUE,13,84010,324377516,Mobile,2800,539,678,668,720,617
3618df83df,Approved,TRUE,300,FALSE,3/22/2011 17:43,8,TRUE,13,83401,324173639,Mobile,1666,681,514,545,645,569
731138235a,Approved,TRUE,750,TRUE,3/23/2011 5:15,5,TRUE,10,84790,124002971,Mobile,2200,616,599,630,690,630
4544b2a207,Approved,TRUE,630,FALSE,3/23/2011 8:40,5,TRUE,10,57401,91400172,Home,2000,763,580,637,681,598
4cc3b17641,Approved,TRUE,1500,TRUE,3/23/2011 10:09,4,TRUE,8,84058,124002971,Mobile,2800,745,673,719,734,636
ac6017f4a3,Approved,TRUE,605,TRUE,3/23/2011 12:06,8,TRUE,13,84010,124002971,Mobile,1640,50,561,557,656,613
a332a2aa07,Approved,TRUE,200,TRUE,3/23/2011 14:03,8,TRUE,8,83714,123171955,Mobile,2800,453,565,563,630,613
4c20d8d5a6,Approved,TRUE,1500,TRUE,3/23/2011 16:23,7,TRUE,15,84062,124000054,Mobile,4878,766,603,627,681,618
cf95657c97,Approved,TRUE,595,TRUE,3/23/2011 17:15,6,TRUE,6,57103,291479974,Mobile,1800,354,537,536,653,576
5878242d8f,Approved,TRUE,300,TRUE,3/23/2011 18:16,5,TRUE,10,84302,124001545,Mobile,1932,624,537,573,674,609
2a602e96e8,Approved,TRUE,300,TRUE,3/23/2011 18:24,5,TRUE,10,83234,124101555,Mobile,1400,530,506,548,620,567
5be2d50923,Approved,FALSE,0,TRUE,3/23/2011 18:50,5,TRUE,10,84015,51000017,Mobile,3000,329,597,649,666,620
23f388704f,Approved,TRUE,450,TRUE,3/23/2011 21:49,8,TRUE,17,84513,124000054,Mobile,1000,50,594,618,650,608
b82eba744a,Approved,TRUE,350,FALSE,3/24/2011 7:06,5,TRUE,5,84043,31101169,Mobile,1500,655,605,661,727,617
49ab118eee,Approved,FALSE,1300,FALSE,3/24/2011 10:03,8,TRUE,6,84790,122000247,Mobile,4251,661,501,509,643,555
cef1eb6129,Approved,FALSE,960,TRUE,3/24/2011 10:25,8,TRUE,8,83872,123103729,Home,3700,660,561,568,680,611
e170390af6,Approved,TRUE,400,TRUE,3/24/2011 10:49,5,TRUE,10,84401,124001545,Mobile,2700,544,590,626,640,613
23c9417208,Approved,FALSE,915,TRUE,3/24/2011 11:14,8,TRUE,16,83854,325182690,Mobile,1600,603,582,640,702,624
e38ae83ed4,Approved,FALSE,518,TRUE,3/24/2011 12:54,6,TRUE,13,84067,124001545,Mobile,2000,544,582,624,659,614
1be74f36fe,Approved,TRUE,850,FALSE,3/24/2011 14:04,6,TRUE,12,84720,124301779,Mobile,3288,583,629,653,684,609
805206719d,Approved,TRUE,200,TRUE,3/24/2011 14:10,3,TRUE,3,84044,124302150,Home,1363,568,545,551,680,592
241143a07a,Approved,TRUE,375,FALSE,3/24/2011 21:56,8,TRUE,12,83646,123103716,Mobile,2404,715,570,595,570,584
25dbbdd167,Approved,TRUE,475,TRUE,3/25/2011 10:45,5,TRUE,5,83204,324173626,Mobile,3500,716,556,548,607,589
c8f391ff67,Approved,TRUE,250,TRUE,3/25/2011 13:29,3,TRUE,3,57262,91400172,Home,850,539,590,684,746,614
3a025755f3,Approved,TRUE,0,TRUE,3/25/2011 14:28,8,TRUE,6,84404,124002971,Mobile,1500,668,534,594,586,562
8807660348,Approved,FALSE,685,TRUE,3/26/2011 8:42,8,TRUE,6,84041,124302150,Mobile,2149,550,561,576,646,594
85fb1842f6,Approved,TRUE,710,TRUE,3/26/2011 13:45,5,TRUE,10,83642,123103716,Mobile,2400,521,552,608,633,596
d842e21d04,Approved,TRUE,475,TRUE,3/26/2011 15:19,8,TRUE,13,57237,91408734,Mobile,2200,715,535,537,640,591
bab196e7cb,Approved,TRUE,400,FALSE,3/27/2011 15:25,8,TRUE,12,83634,124103799,Mobile,1300,670,568,617,668,596
981f0c1db3,Approved,TRUE,825,FALSE,3/28/2011 8:07,5,TRUE,10,83404,123271978,Mobile,3915,540,543,573,645,603
fe7542440a,Approved,FALSE,500,TRUE,3/28/2011 16:36,5,TRUE,10,84110,324079416,Mobile,2127,547,581,617,672,602
dd87b5e504,Approved,FALSE,741,FALSE,3/28/2011 19:09,8,TRUE,16,83709,123103729,Mobile,4600,642,652,671,711,654
7fe2aad46b,Approved,TRUE,310,TRUE,3/28/2011 19:11,5,TRUE,5,57747,291479592,Home,1244,513,538,556,680,597
00b5dc96d2,Approved,TRUE,568,TRUE,3/28/2011 19:37,8,TRUE,12,84081,124302150,Work,3800,521,531,596,641,603
4e2596067f,Approved,FALSE,0,TRUE,3/29/2011 5:50,5,TRUE,5,83849,123103606,Mobile,2400,50,551,582,680,615
7cb313563b,Approved,FALSE,1353,TRUE,3/29/2011 9:14,6,TRUE,12,84062,124000054,Mobile,5700,543,656,679,729,648
22b6199fc1,Approved,TRUE,650,TRUE,3/29/2011 9:42,5,TRUE,5,84108,324078909,Mobile,3000,719,522,541,629,587
37e736b7df,Approved,TRUE,325,TRUE,3/29/2011 13:24,8,TRUE,12,83705,123171955,Mobile,2675,612,533,545,639,601
f887c94501,Approved,TRUE,689,TRUE,3/29/2011 17:51,8,TRUE,13,84047,124002971,Mobile,2138,712,571,611,663,593
283581be8e,Approved,TRUE,750,TRUE,3/30/2011 5:33,5,TRUE,10,57106,91408598,Work,4400,589,582,625,645,612
48c1a854b1,Approved,TRUE,350,TRUE,3/30/2011 8:27,3,TRUE,6,84003,124302150,Mobile,1400,677,611,657,724,626
45485c8010,Approved,FALSE,850,TRUE,3/30/2011 8:45,4,TRUE,8,84511,124002971,Home,4000,768,540,596,589,601
b3d01657a6,Approved,FALSE,837,FALSE,3/30/2011 9:32,8,TRUE,16,84405,324377516,Mobile,2816,536,677,723,752,640
335d6beda1,Approved,FALSE,425,FALSE,3/30/2011 11:40,8,TRUE,13,83843,323173313,Work,2200,521,522,593,569,574
dccda83b0a,Approved,TRUE,750,TRUE,3/30/2011 12:53,7,TRUE,7,83647,122400724,Mobile,4324,734,607,614,687,602
ad71595c2e,Approved,TRUE,480,TRUE,3/30/2011 15:15,5,TRUE,10,57701,91408734,Home,3160,541,525,516,633,577
43a90d9622,Approved,TRUE,1895,TRUE,3/30/2011 15:19,4,TRUE,4,84098,325070760,Mobile,7000,597,613,656,691,646
e83c938344,Approved,TRUE,675,TRUE,3/30/2011 23:30,6,TRUE,13,84106,324079555,Mobile,2050,492,634,683,742,627
3354338732,Approved,TRUE,400,TRUE,3/31/2011 0:05,5,TRUE,10,84120,124302150,Mobile,2468,712,549,633,668,578
89940ef6e9,Approved,TRUE,625,TRUE,3/31/2011 7:55,8,TRUE,6,83204,124103773,Mobile,2000,538,590,644,684,590
95c6825df9,Approved,TRUE,180,TRUE,3/31/2011 8:31,8,TRUE,8,57701,91408734,Home,974,305,563,640,682,612
8ccd3e0b1e,Approved,FALSE,500,FALSE,3/31/2011 10:17,5,TRUE,5,84115,124002971,Mobile,3100,573,622,657,726,629
4997238a92,Approved,TRUE,450,TRUE,3/31/2011 12:20,6,TRUE,12,84601,124300327,Mobile,2735,734,582,623,674,632
cce6c5be8c,Approved,TRUE,200,TRUE,3/31/2011 14:31,5,TRUE,10,84116,124002971,Mobile,1800,573,530,542,672,571
3fe561dc66,Approved,TRUE,0,TRUE,3/31/2011 15:07,6,TRUE,12,84321,124002971,Mobile,520,530,666,672,710,617
f58034e8a9,Approved,TRUE,450,TRUE,3/31/2011 17:32,5,TRUE,10,83338,124103799,Mobile,1680,473,613,644,689,593
2255477d21,Approved,FALSE,985,TRUE,4/1/2011 6:46,8,TRUE,17,84128,324377516,Mobile,1800,593,576,567,662,621
ce8c21ed63,Approved,TRUE,475,FALSE,4/1/2011 8:43,8,TRUE,13,84542,324079539,Mobile,1600,621,532,584,629,572
0977294f18,Approved,TRUE,900,TRUE,4/1/2011 11:05,8,TRUE,16,84088,124002971,Mobile,2440,589,589,635,648,621
46b8190229,Approved,TRUE,0,TRUE,4/1/2011 11:41,5,TRUE,5,83639,123103716,Mobile,1300,616,579,587,680,586
314dc5cfbc,Approved,TRUE,1600,TRUE,4/1/2011 13:36,3,TRUE,3,84057,124302914,Mobile,6000,538,580,607,685,628
1d35c38afe,Approved,FALSE,0,TRUE,4/1/2011 14:34,8,TRUE,8,84405,324079555,Mobile,790,808,624,668,723,636
830edcce28,Approved,TRUE,350,TRUE,4/1/2011 15:35,6,TRUE,13,57107,91400046,Mobile,2200,431,629,658,705,642
3937019437,Approved,TRUE,250,TRUE,4/1/2011 16:57,4,TRUE,8,84111,124302613,Mobile,900,645,557,609,606,580
536f97e793,Approved,TRUE,400,TRUE,4/1/2011 17:24,8,TRUE,12,84104,324079555,Home,2400,499,536,576,669,605
87af7b768d,Approved,TRUE,500,TRUE,4/1/2011 20:38,8,TRUE,8,84119,124002971,Home,1600,491,610,704,747,606
eed5940b27,Approved,TRUE,875,TRUE,4/2/2011 9:42,5,TRUE,10,84121,124000054,Mobile,3550,569,562,622,693,611
58ae70fa0d,Approved,TRUE,700,TRUE,4/2/2011 12:13,5,TRUE,10,57719,91408501,Mobile,2336,523,636,649,715,600
f275bfa0d3,Approved,TRUE,750,TRUE,4/2/2011 13:54,8,TRUE,8,83687,123271978,Home,2486,528,579,634,667,610
8ab141522d,Approved,TRUE,525,TRUE,4/2/2011 15:25,6,TRUE,6,84660,124000054,Mobile,4254,718,581,608,626,600
031247ab75,Approved,TRUE,350,FALSE,4/2/2011 17:34,4,TRUE,8,84528,324377134,Home,1000,297,543,573,680,610
aefece7015,Approved,TRUE,485,TRUE,4/3/2011 14:02,8,TRUE,13,83686,124101555,Mobile,1980,559,523,528,643,585
a371b32e9c,Approved,TRUE,300,TRUE,4/3/2011 18:44,3,TRUE,3,84119,124002971,Home,792,536,622,665,704,586
6456f9c521,Approved,TRUE,750,TRUE,4/4/2011 4:06,6,TRUE,12,84010,124000054,Mobile,1300,567,588,640,662,611
e2c803a12c,Approved,TRUE,350,TRUE,4/4/2011 12:34,5,TRUE,5,57022,291479974,Home,1571,544,517,539,628,582
902431691,Approved,FALSE,535,TRUE,4/4/2011 14:28,6,TRUE,6,57016,91400020,Mobile,3200,754,559,583,680,604
35b4378d7a,Approved,TRUE,350,TRUE,4/4/2011 14:30,5,TRUE,10,57701,91400046,Mobile,600,734,585,628,703,584
0dd3c08bf4,Approved,FALSE,0,TRUE,4/4/2011 14:45,6,TRUE,13,83712,123171955,Work,2086,589,547,565,680,605
689b7958a2,Approved,FALSE,960,TRUE,4/4/2011 14:57,4,TRUE,4,84041,324377613,Home,1200,595,610,613,680,646
a1d16b8d4d,Approved,TRUE,550,TRUE,4/4/2011 19:57,3,TRUE,6,83709,324173626,Mobile,3392,564,554,603,628,616
456cb30976,Approved,TRUE,1200,TRUE,4/5/2011 7:20,5,TRUE,5,84124,324078721,Home,4200,586,575,646,716,612
d751257fb2,Approved,FALSE,0,FALSE,4/5/2011 7:52,5,TRUE,10,83626,124103799,Home,1920,660,553,565,674,603
76da1d7a30,Approved,FALSE,1208,FALSE,4/5/2011 11:17,6,TRUE,6,83686,123103729,Mobile,3872,678,697,743,781,627
57de857d10,Approved,FALSE,3018,TRUE,4/5/2011 13:49,4,TRUE,8,57268,91406121,Home,9666,616,650,675,733,647
0ecfe36a59,Approved,TRUE,525,TRUE,4/5/2011 15:24,3,TRUE,6,83704,324172575,Mobile,2400,713,541,558,584,575
5e6ac481d5,Approved,TRUE,300,TRUE,4/5/2011 23:13,8,TRUE,16,84074,314074269,Mobile,3148,546,576,607,674,589
1a004ab2c1,Approved,TRUE,650,TRUE,4/6/2011 9:01,5,TRUE,10,84098,123171955,Mobile,2200,560,517,526,623,576
8f90878aa4,Approved,TRUE,800,TRUE,4/6/2011 9:52,5,TRUE,10,84029,124000054,Mobile,1600,765,555,555,602,569
52517737c9,Approved,FALSE,750,TRUE,4/6/2011 12:09,5,TRUE,10,84098,124000737,Mobile,3566,512,558,556,680,609
cd9d2649df,Approved,FALSE,0,TRUE,4/6/2011 16:17,8,TRUE,17,84123,324079555,Mobile,2300,583,625,660,705,653
ff206e08ad,Approved,FALSE,250,FALSE,4/6/2011 16:36,5,TRUE,10,84067,124000054,Mobile,2000,577,567,642,644,602
d9a1fd3fe7,Approved,TRUE,250,TRUE,4/6/2011 16:42,3,TRUE,6,84013,324079555,Mobile,1830,541,640,677,728,610
f0cb63ee2a,Approved,FALSE,1110,TRUE,4/6/2011 19:04,6,TRUE,6,84067,124302150,Mobile,3481,550,591,558,659,598
a2fb04f18c,Approved,TRUE,0,FALSE,4/6/2011 19:27,5,TRUE,10,84097,107002192,Mobile,1300,640,583,596,641,561
17f9f1c8f8,Approved,TRUE,800,TRUE,4/6/2011 22:05,3,TRUE,3,84041,124001545,Home,2992,576,631,665,657,630
66089fab52,Approved,FALSE,0,TRUE,4/7/2011 10:15,8,TRUE,13,83636,324170140,Home,2750,50,618,657,687,625
cd9e7d226e,Approved,TRUE,875,FALSE,4/7/2011 10:28,8,TRUE,13,83835,123103716,Mobile,2138,546,509,540,667,578
4941ce636e,Approved,FALSE,0,TRUE,4/7/2011 15:14,4,TRUE,8,84070,324379705,Mobile,2400,674,617,657,666,621
84b27ba21d,Approved,TRUE,1200,TRUE,4/7/2011 17:23,8,TRUE,8,84020,324377516,Mobile,3500,765,582,590,680,616
15b1ac5c23,Approved,TRUE,1100,TRUE,4/7/2011 18:07,5,TRUE,10,84088,324078721,Mobile,3000,530,612,641,674,622
cb88982f24,Approved,TRUE,0,TRUE,4/7/2011 19:50,6,TRUE,12,84123,324079555,Mobile,2000,655,616,659,704,611
7c868b28ca,Approved,TRUE,450,TRUE,4/8/2011 9:42,5,TRUE,10,57350,91400046,Mobile,1000,529,518,543,652,583
4f5516217e,Approved,TRUE,795,TRUE,4/8/2011 9:42,5,TRUE,10,84047,124001545,Mobile,1000,530,539,564,675,601
72314d310a,Approved,TRUE,200,TRUE,4/8/2011 9:59,6,TRUE,13,84015,124001545,Mobile,700,538,562,603,622,598
1c8f926991,Approved,FALSE,1395,TRUE,4/8/2011 16:47,5,TRUE,10,84118,51000017,Mobile,3000,597,566,559,667,608
52bcdf3b87,Approved,TRUE,0,TRUE,4/8/2011 17:55,5,TRUE,10,84106,324078909,Mobile,1500,548,640,674,727,589
e811728d50,Approved,FALSE,2140,TRUE,4/9/2011 10:59,5,TRUE,5,83704,321175261,Mobile,5965,543,572,581,680,619
bd6eb31a5d,Approved,TRUE,650,FALSE,4/10/2011 9:31,8,TRUE,16,84070,324379705,Mobile,1600,670,563,554,680,622
