customer_id,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,address_zip,bank_routing_number,home_phone_type,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money
e60893efc5,Approved,TRUE,1200,TRUE,12/21/2010 17:30,5,TRUE,21,84660,124300327,Mobile,2080,616,603,661,694,562
a15e74274b,Approved,TRUE,350,FALSE,12/22/2010 12:49,8,TRUE,17,84604,73972181,Mobile,770,765,541,554,625,565
4d314e8c97,Approved,TRUE,980,TRUE,12/22/2010 16:14,8,TRUE,13,84116,324079555,Mobile,2300,593,552,534,661,582
f22d21ddad,Approved,FALSE,1510,TRUE,12/22/2010 17:52,5,TRUE,10,84121,324377516,Home,3120,599,653,677,715,657
43d9b7b620,Approved,TRUE,0,TRUE,12/22/2010 19:21,5,TRUE,10,84092,124001545,Mobile,2250,766,577,627,685,614
2210108642,Approved,FALSE,0,TRUE,12/22/2010 19:28,8,TRUE,13,84036,124002971,Home,1740,544,604,640,678,636
dd57e28127,Approved,TRUE,725,FALSE,12/22/2010 20:25,8,TRUE,12,84790,42000013,Mobile,1500,623,588,633,680,625
a09e3b7ed6,Approved,FALSE,500,TRUE,12/23/2010 11:02,3,TRUE,13,84070,124002971,Home,3300,536,539,581,665,608
6db5d458a7,Approved,TRUE,150,TRUE,12/23/2010 14:45,8,TRUE,8,84003,324377862,Home,2700,760,638,687,706,643
eafb0e1828,Approved,TRUE,325,TRUE,12/23/2010 14:50,8,TRUE,12,84058,324377820,Mobile,19392,478,576,586,680,631
88ca079479,Approved,TRUE,500,TRUE,12/24/2010 7:47,5,TRUE,5,84532,324377817,Mobile,3892,612,535,577,680,600
6fa7f5d488,Approved,TRUE,750,TRUE,12/24/2010 13:11,7,TRUE,13,84041,124002971,Mobile,2176,392,563,591,667,614
4dad1a9de6,Approved,FALSE,1500,TRUE,12/24/2010 15:25,5,TRUE,5,84738,124001545,Mobile,3752,677,613,643,689,622
1cc4c7d3cb,Approved,TRUE,250,FALSE,12/26/2010 16:06,5,TRUE,21,84655,102000076,Mobile,1900,536,584,596,697,594
d18ccff8f6,Approved,TRUE,550,TRUE,12/27/2010 11:07,8,TRUE,17,84627,324377338,Mobile,2200,586,545,554,671,578
62b316d4e6,Approved,TRUE,0,TRUE,12/27/2010 11:34,8,TRUE,13,84065,324377516,Mobile,1200,603,555,598,625,574
7cfa820da2,Approved,TRUE,400,TRUE,12/27/2010 16:23,5,TRUE,10,84067,324377516,Mobile,1200,601,562,583,680,603
042bf4bb0e,Approved,TRUE,550,TRUE,12/27/2010 17:32,3,TRUE,6,84094,124001545,Mobile,5400,623,505,556,680,581
fffd5d09ec,Approved,TRUE,975,TRUE,12/28/2010 8:17,5,TRUE,10,84738,122400724,Mobile,3000,663,526,544,656,590
f256777946,Approved,TRUE,0,TRUE,12/29/2010 5:34,8,TRUE,17,84040,324377516,Mobile,1100,765,698,696,752,640
43e2f8823a,Approved,TRUE,450,TRUE,12/29/2010 7:27,5,TRUE,10,84050,124000054,Mobile,2350,734,634,663,686,627
058614dd7b,Approved,TRUE,400,TRUE,12/30/2010 7:55,8,TRUE,13,84107,124002971,Mobile,1520,523,610,632,703,588
9f3fa8c90a,Approved,TRUE,650,TRUE,12/31/2010 2:24,6,TRUE,13,84116,324078899,Mobile,1800,713,501,517,618,559
939a9ac410,Approved,TRUE,1200,TRUE,12/31/2010 23:36,3,TRUE,6,84045,124302150,Mobile,3400,544,655,665,721,636
6e9180ff29,Approved,TRUE,0,TRUE,1/1/2011 8:27,5,TRUE,10,84111,124002971,Mobile,1000,599,517,541,651,582
873352dc55,Approved,TRUE,400,TRUE,1/1/2011 10:13,6,TRUE,26,84115,124002971,Home,1120,523,526,572,680,592
625f005cf8,Approved,FALSE,0,TRUE,1/1/2011 16:18,5,TRUE,10,84036,124000054,Mobile,2000,645,532,572,680,587
2f050cda86,Approved,TRUE,388,TRUE,1/3/2011 9:58,5,TRUE,5,84067,124001545,Mobile,2020,716,564,584,678,609
7dd971ace5,Approved,TRUE,400,TRUE,1/3/2011 10:56,8,TRUE,12,84102,124002971,Mobile,800,710,561,640,692,581
efa4108f32,Approved,TRUE,0,FALSE,1/3/2011 12:16,6,TRUE,12,84095,124001545,Mobile,2820,719,543,567,605,592
8319592a2b,Approved,TRUE,1050,TRUE,1/3/2011 16:29,8,TRUE,17,84058,324079555,Mobile,2700,771,592,587,680,614
5e1e9320fc,Approved,TRUE,1150,TRUE,1/3/2011 17:42,5,TRUE,21,84029,324379828,Mobile,2800,619,583,587,680,621
2b7f2975dc,Approved,TRUE,725,TRUE,1/3/2011 18:59,6,TRUE,6,84606,124002971,Mobile,1350,733,610,621,684,591
8cba87f8e4,Approved,TRUE,665,TRUE,1/4/2011 10:11,5,TRUE,10,84084,26009593,Mobile,1800,573,515,522,656,582
e3f772b921,Approved,FALSE,0,TRUE,1/4/2011 11:10,8,TRUE,12,84058,124302927,Mobile,6000,601,552,589,680,578
f048f4a66c,Approved,FALSE,420,FALSE,1/4/2011 14:02,5,TRUE,10,84655,124000054,Home,3200,645,507,536,632,571
8cf7f18789,Approved,TRUE,625,TRUE,1/4/2011 16:17,5,TRUE,10,84333,124300767,Home,2400,677,557,596,623,587
995a9883ba,Approved,TRUE,350,TRUE,1/5/2011 7:50,5,TRUE,10,84119,324079416,Mobile,1954,586,524,546,664,564
d46ccf8c94,Approved,FALSE,1143,TRUE,1/5/2011 10:09,5,TRUE,21,84655,124002971,Mobile,3656,586,580,569,680,627
ec2944b42a,Approved,FALSE,1431,TRUE,1/5/2011 10:14,5,TRUE,10,84047,124302150,Mobile,4236,538,577,597,680,628
74aecd6053,Approved,TRUE,500,FALSE,1/5/2011 16:52,8,TRUE,8,84123,124000054,Mobile,3100,425,612,656,714,622
edd197e12f,Approved,FALSE,0,TRUE,1/6/2011 8:47,8,TRUE,13,84118,324079555,Mobile,1800,614,576,577,680,617
84bff12caf,Approved,TRUE,500,TRUE,1/6/2011 18:55,5,TRUE,10,84119,124002971,Mobile,2800,645,520,530,623,594
1df9195778,Approved,TRUE,0,TRUE,1/7/2011 6:00,7,TRUE,6,84015,124002971,Mobile,1300,538,603,623,701,605
ea09a23806,Approved,TRUE,100,TRUE,1/7/2011 9:44,5,TRUE,10,84321,324377516,Mobile,1300,594,584,638,708,576
8b88d9b5b4,Approved,TRUE,350,TRUE,1/7/2011 12:05,6,TRUE,13,84003,324377516,Mobile,1200,645,501,544,582,526
f15f2fb945,Approved,FALSE,648,FALSE,1/8/2011 5:10,8,TRUE,13,84123,53000219,Mobile,5000,541,578,571,680,608
b1a2837477,Approved,TRUE,200,TRUE,1/8/2011 7:16,3,TRUE,3,84044,124302150,Mobile,1487,568,538,545,680,590
b059e56426,Approved,TRUE,800,TRUE,1/9/2011 10:07,5,TRUE,10,84041,324377516,Mobile,4400,763,573,596,680,617
2fc10f8b23,Approved,TRUE,100,TRUE,1/9/2011 22:14,6,TRUE,13,84404,324377516,Mobile,1160,765,599,643,671,635
bfaa191e0a,Approved,TRUE,425,TRUE,1/10/2011 11:12,6,TRUE,13,84770,314074269,Mobile,2520,734,578,600,670,605
3efabf838c,Approved,FALSE,1600,TRUE,1/10/2011 11:55,3,TRUE,3,84084,324377202,Home,4837,427,623,652,704,638
529d352413,Approved,TRUE,1250,TRUE,1/10/2011 13:56,6,TRUE,12,84098,324079416,Mobile,6134,577,628,644,685,621
31e51d3196,Approved,FALSE,1052,TRUE,1/10/2011 17:23,8,TRUE,17,84120,124001545,Mobile,2082,557,548,581,675,613
a6cd560a03,Approved,TRUE,685,TRUE,1/10/2011 20:16,8,TRUE,13,84088,56073573,Mobile,3288,766,501,514,597,564
d303a6bfe1,Approved,FALSE,603,TRUE,1/11/2011 10:55,8,TRUE,12,84067,124302150,Mobile,2200,619,570,606,680,607
85c5232431,Approved,FALSE,550,TRUE,1/11/2011 18:55,8,TRUE,8,84404,324377516,Home,1500,749,555,584,671,613
1df33f4bcd,Approved,TRUE,200,TRUE,1/11/2011 21:34,5,TRUE,10,84660,124001545,Mobile,1456,544,555,587,680,584
443916cebd,Approved,FALSE,0,FALSE,1/12/2011 9:18,5,TRUE,5,84741,324079555,Mobile,800,616,566,588,680,628
1877fa8ee8,Approved,FALSE,1309,TRUE,1/12/2011 13:29,8,TRUE,13,84104,124001545,Mobile,2478,601,578,629,669,614
ef9475961b,Approved,TRUE,800,TRUE,1/12/2011 20:49,8,TRUE,17,84115,324079416,Home,1920,568,533,564,663,599
6927215a95,Approved,TRUE,600,FALSE,1/12/2011 22:33,6,FALSE,6,84084,124001545,Mobile,2400,574,552,558,660,607
99da2c0bb1,Approved,TRUE,517,TRUE,1/13/2011 7:30,6,TRUE,13,84401,124002971,Mobile,1280,645,501,548,675,567
1f4b9045a0,Approved,TRUE,0,FALSE,1/13/2011 8:41,8,TRUE,8,84401,51000017,Mobile,2200,557,592,561,680,611
bf8d0da5c4,Approved,FALSE,1900,TRUE,1/13/2011 21:09,5,TRUE,10,84097,124001545,Mobile,3982,641,626,674,734,611
edcef83656,Approved,TRUE,0,TRUE,1/13/2011 23:35,3,TRUE,6,84020,124000054,Mobile,3952,639,583,631,700,616
dda633dca1,Approved,TRUE,525,TRUE,1/14/2011 3:19,6,TRUE,12,84015,63192874,Mobile,1600,713,501,501,600,563
cf67d3f725,Approved,TRUE,0,TRUE,1/14/2011 9:19,8,TRUE,6,84119,124001545,Mobile,2600,545,552,592,677,613
